EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,YearlyIncome
816,29,Travel_Rarely,805,Research & Development,1,2.0,Life Sciences,2.0,Female,36,2.0,1.0,Laboratory Technician,1.0,Married,2319,6689,1,Yes,11,3.0,4.0,80,1.0,1,1,3.0,1,0,0,0,1,27828
1014,35,Travel_Rarely,583,Research & Development,25,4.0,Medical,3.0,Female,57,3.0,3.0,Healthcare Representative,3.0,Divorced,10388,6975,1,Yes,11,3.0,3.0,80,1.0,16,3,2.0,16,10,10,1,0,124656
106,55,Travel_Rarely,111,Sales,1,2.0,Life Sciences,1.0,Male,70,3.0,3.0,Sales Executive,4.0,Married,10239,18092,3,No,14,3.0,4.0,80,1.0,24,4,3.0,1,0,1,0,0,122868
1883,29,Travel_Rarely,592,Research & Development,7,3.0,Life Sciences,4.0,Male,59,3.0,1.0,Laboratory Technician,1.0,Single,2062,19384,3,No,14,3.0,2.0,80,0.0,11,2,3.0,3,2,1,2,0,24744
983,38,Non-Travel,152,Sales,10,3.0,Technical Degree,3.0,Female,85,3.0,2.0,Sales Executive,4.0,Single,5666,19899,1,Yes,13,3.0,2.0,80,0.0,6,1,3.0,5,3,1,3,0,67992
578,54,Travel_Rarely,548,Research & Development,8,4.0,Life Sciences,3.0,Female,42,3.0,2.0,Laboratory Technician,3.0,Single,3780,23428,7,No,11,3.0,3.0,80,0.0,19,3,3.0,1,0,0,0,0,45360
680,30,Travel_Frequently,160,Research & Development,3,3.0,Medical,3.0,Female,71,3.0,1.0,Research Scientist,3.0,Divorced,2083,22653,1,No,20,4.0,3.0,80,1.0,1,2,3.0,1,0,0,0,0,24996
857,36,Travel_Rarely,928,Sales,1,2.0,Life Sciences,2.0,Male,56,3.0,2.0,Sales Executive,4.0,Married,6201,2823,1,Yes,14,3.0,4.0,80,1.0,18,1,2.0,18,14,4,11,0,74412
346,29,Travel_Rarely,665,Research & Development,15,3.0,Life Sciences,3.0,Male,60,3.0,1.0,Research Scientist,4.0,Single,2340,22673,1,No,19,3.0,1.0,80,0.0,6,1,3.0,6,5,1,5,0,28080
1710,36,Travel_Rarely,530,Sales,2,4.0,Life Sciences,3.0,Female,51,3.0,2.0,Sales Representative,4.0,Single,4502,7439,3,No,15,3.0,3.0,80,0.0,17,2,2.0,13,7,6,7,0,54024
2037,41,Travel_Rarely,930,Sales,3,3.0,Life Sciences,3.0,Male,57,2.0,2.0,Sales Executive,2.0,Divorced,8938,12227,2,No,11,3.0,3.0,80,1.0,14,5,3.0,5,4,0,4,0,107256
897,53,Travel_Rarely,868,Sales,8,3.0,Marketing,1.0,Male,73,3.0,4.0,Sales Executive,4.0,Married,11836,22789,5,No,14,3.0,3.0,80,1.0,28,3,3.0,2,0,2,2,0,142032
174,50,Travel_Frequently,809,Sales,12,3.0,Marketing,3.0,Female,77,3.0,3.0,Sales Executive,4.0,Single,9208,6645,4,No,11,3.0,4.0,80,0.0,16,3,3.0,2,2,2,1,0,110496
1909,41,Travel_Rarely,337,Sales,8,3.0,Marketing,3.0,Female,54,3.0,2.0,Sales Executive,2.0,Married,4393,26841,5,No,21,4.0,3.0,80,1.0,14,3,3.0,5,4,1,4,0,52716
773,38,Travel_Rarely,268,Research & Development,2,5.0,Medical,4.0,Male,92,3.0,1.0,Research Scientist,3.0,Married,3057,20471,6,Yes,13,3.0,2.0,80,1.0,6,0,1.0,1,0,0,1,0,36684
1344,34,Travel_Rarely,943,Research & Development,9,3.0,Life Sciences,4.0,Male,86,3.0,3.0,Healthcare Representative,4.0,Divorced,8500,5494,0,No,11,3.0,4.0,80,1.0,10,0,2.0,9,7,1,6,0,102000
138,34,Travel_Rarely,665,Research & Development,6,4.0,Other,1.0,Female,41,3.0,2.0,Research Scientist,3.0,Single,4809,12482,1,No,14,3.0,3.0,80,0.0,16,3,3.0,16,13,2,10,0,57708
179,51,Travel_Frequently,1150,Research & Development,8,4.0,Life Sciences,1.0,Male,53,1.0,3.0,Manufacturing Director,4.0,Single,10650,25150,2,No,15,3.0,4.0,80,0.0,18,2,3.0,4,2,0,3,1,127800
1245,54,Travel_Frequently,966,Research & Development,1,4.0,Life Sciences,4.0,Female,53,3.0,3.0,Manufacturing Director,3.0,Divorced,10502,9659,7,No,17,3.0,1.0,80,1.0,33,2,1.0,5,4,1,4,0,126024
1829,40,Travel_Rarely,750,Research & Development,12,3.0,Life Sciences,2.0,Female,47,3.0,2.0,Healthcare Representative,1.0,Divorced,4448,10748,2,No,12,3.0,2.0,80,1.0,15,3,3.0,7,4,7,7,0,53376
1260,29,Travel_Rarely,1329,Research & Development,7,3.0,Life Sciences,3.0,Male,82,3.0,2.0,Healthcare Representative,4.0,Divorced,6623,4204,1,Yes,11,3.0,2.0,80,2.0,6,2,3.0,6,0,1,0,0,79476
969,33,Travel_Rarely,1069,Research & Development,1,3.0,Life Sciences,2.0,Female,42,2.0,2.0,Healthcare Representative,4.0,Single,6949,12291,0,No,14,3.0,1.0,80,0.0,6,3,3.0,5,0,1,4,0,83388
1558,29,Travel_Rarely,598,Research & Development,9,3.0,Life Sciences,3.0,Male,91,4.0,1.0,Research Scientist,3.0,Married,2451,22376,6,No,18,3.0,1.0,80,2.0,5,2,2.0,1,0,0,0,0,29412
854,25,Travel_Rarely,180,Research & Development,2,1.0,Medical,1.0,Male,65,4.0,1.0,Research Scientist,1.0,Single,3424,21632,7,No,13,3.0,3.0,80,0.0,6,3,2.0,4,3,0,1,0,41088
328,33,Travel_Rarely,465,Research & Development,2,2.0,Life Sciences,1.0,Female,39,3.0,1.0,Laboratory Technician,1.0,Married,2707,21509,7,No,20,4.0,1.0,80,0.0,13,3,4.0,9,7,1,7,1,32484
1038,52,Travel_Rarely,266,Sales,2,1.0,Marketing,1.0,Female,57,1.0,5.0,Manager,4.0,Married,19845,25846,1,No,15,3.0,4.0,80,1.0,33,3,3.0,32,14,6,9,1,238140
1291,35,Travel_Rarely,735,Research & Development,6,1.0,Life Sciences,3.0,Male,66,3.0,1.0,Research Scientist,3.0,Married,3506,6020,0,Yes,14,3.0,4.0,80,0.0,4,3,3.0,3,2,2,2,0,42072
300,29,Travel_Rarely,992,Research & Development,1,3.0,Technical Degree,3.0,Male,85,3.0,1.0,Research Scientist,3.0,Single,2058,19757,0,No,14,3.0,4.0,80,0.0,7,1,2.0,6,2,1,5,1,24696
1135,31,Travel_Frequently,793,Sales,20,3.0,Life Sciences,3.0,Male,67,4.0,1.0,Sales Representative,4.0,Married,2791,21981,0,No,12,3.0,1.0,80,1.0,3,4,3.0,2,2,2,2,0,33492
304,36,Travel_Rarely,1396,Research & Development,5,2.0,Life Sciences,4.0,Male,62,3.0,2.0,Laboratory Technician,2.0,Single,5914,9945,8,No,16,3.0,4.0,80,0.0,16,3,4.0,13,11,3,7,0,70968
1576,48,Travel_Rarely,1108,Research & Development,15,4.0,Other,3.0,Female,65,3.0,1.0,Research Scientist,1.0,Married,2367,16530,8,No,12,3.0,4.0,80,1.0,10,3,2.0,8,2,7,6,0,28404
551,42,Travel_Frequently,1368,Research & Development,28,4.0,Technical Degree,4.0,Female,88,2.0,2.0,Healthcare Representative,4.0,Married,4523,4386,0,No,11,3.0,4.0,80,3.0,7,4,4.0,6,5,0,4,0,54276
1618,39,Travel_Rarely,1387,Research & Development,10,5.0,Medical,2.0,Male,76,3.0,2.0,Manufacturing Director,1.0,Married,5377,3835,2,No,13,3.0,4.0,80,3.0,10,3,3.0,7,7,7,7,0,64524
62,46,Travel_Frequently,1211,Sales,5,4.0,Marketing,1.0,Male,98,3.0,2.0,Sales Executive,4.0,Single,5772,20445,4,Yes,21,4.0,3.0,80,0.0,14,4,3.0,9,6,0,8,0,69264
1814,41,Travel_Rarely,447,Research & Development,5,3.0,Life Sciences,2.0,Male,85,4.0,2.0,Healthcare Representative,2.0,Single,6870,15530,3,No,12,3.0,1.0,80,0.0,11,3,1.0,3,2,1,2,0,82440
1120,29,Travel_Rarely,1107,Research & Development,28,4.0,Life Sciences,3.0,Female,93,3.0,1.0,Research Scientist,4.0,Divorced,2514,26968,4,No,22,4.0,1.0,80,1.0,11,1,3.0,7,5,1,7,0,30168
1461,31,Travel_Rarely,1398,Human Resources,8,2.0,Medical,4.0,Female,96,4.0,1.0,Human Resources,2.0,Single,2109,24609,9,No,18,3.0,4.0,80,0.0,8,3,3.0,3,2,0,2,0,25308
1569,35,Travel_Rarely,104,Research & Development,2,3.0,Life Sciences,1.0,Female,69,3.0,1.0,Laboratory Technician,1.0,Divorced,2074,26619,1,Yes,12,3.0,4.0,80,1.0,1,2,3.0,1,0,0,0,1,24888
864,45,Travel_Rarely,930,Sales,9,3.0,Marketing,4.0,Male,74,3.0,3.0,Sales Executive,1.0,Divorced,10761,19239,4,Yes,12,3.0,3.0,80,1.0,18,2,3.0,5,4,0,2,0,129132
1198,20,Travel_Rarely,805,Research & Development,3,3.0,Life Sciences,1.0,Male,87,2.0,1.0,Laboratory Technician,3.0,Single,3033,12828,1,No,12,3.0,1.0,80,0.0,2,2,2.0,2,2,1,2,0,36396
560,26,Travel_Rarely,1349,Research & Development,23,3.0,Life Sciences,1.0,Female,90,3.0,1.0,Research Scientist,4.0,Divorced,2886,3032,1,No,22,4.0,2.0,80,2.0,3,3,1.0,3,2,0,2,0,34632
666,34,Travel_Rarely,204,Sales,14,3.0,Technical Degree,3.0,Female,31,3.0,1.0,Sales Representative,3.0,Divorced,2579,2912,1,Yes,18,3.0,4.0,80,2.0,8,3,3.0,8,2,0,6,0,30948
1943,42,Travel_Rarely,419,Sales,12,4.0,Marketing,2.0,Male,77,3.0,2.0,Sales Executive,4.0,Divorced,5087,2900,3,Yes,12,3.0,3.0,80,2.0,14,4,3.0,0,0,0,0,0,61044
1668,38,Travel_Frequently,1189,Research & Development,1,3.0,Life Sciences,4.0,Male,90,3.0,2.0,Research Scientist,4.0,Married,4735,9867,7,No,15,3.0,4.0,80,2.0,19,4,4.0,13,11,2,9,0,56820
1396,32,Travel_Rarely,499,Sales,2,1.0,Marketing,3.0,Male,36,3.0,2.0,Sales Executive,2.0,Married,4078,20497,0,Yes,13,3.0,1.0,80,3.0,4,3,2.0,3,2,1,2,0,48936
1254,59,Travel_Rarely,326,Sales,3,3.0,Life Sciences,3.0,Female,48,2.0,2.0,Sales Executive,4.0,Single,5171,16490,5,No,17,3.0,4.0,80,0.0,13,2,3.0,6,1,0,5,0,62052
359,32,Travel_Frequently,1311,Research & Development,7,3.0,Life Sciences,2.0,Male,100,4.0,1.0,Laboratory Technician,2.0,Married,2794,26062,1,No,20,4.0,3.0,80,0.0,5,3,1.0,5,1,0,3,0,33528
1285,34,Travel_Frequently,135,Research & Development,19,3.0,Medical,3.0,Female,46,3.0,2.0,Laboratory Technician,2.0,Divorced,4444,22534,4,No,13,3.0,3.0,80,2.0,15,2,4.0,11,8,5,10,0,53328
1755,34,Travel_Rarely,181,Research & Development,2,4.0,Medical,4.0,Male,97,4.0,1.0,Research Scientist,4.0,Married,2932,5586,0,Yes,14,3.0,1.0,80,3.0,6,3,3.0,5,0,1,2,0,35184
494,21,Travel_Rarely,156,Sales,12,3.0,Life Sciences,3.0,Female,90,4.0,1.0,Sales Representative,2.0,Single,2716,25422,1,No,15,3.0,4.0,80,0.0,1,0,3.0,1,0,0,0,1,32592
1816,30,Travel_Rarely,1092,Research & Development,10,3.0,Medical,1.0,Female,64,3.0,3.0,Manufacturing Director,3.0,Single,9667,2739,9,No,14,3.0,2.0,80,0.0,9,3,3.0,7,7,0,2,0,116004
939,33,Travel_Rarely,1198,Research & Development,1,4.0,Other,3.0,Male,100,2.0,1.0,Research Scientist,1.0,Single,2799,3339,3,Yes,11,3.0,2.0,80,0.0,6,1,3.0,3,2,0,2,0,33588
1292,42,Travel_Rarely,603,Research & Development,7,4.0,Medical,2.0,Female,78,4.0,2.0,Research Scientist,2.0,Married,2372,5628,6,Yes,16,3.0,4.0,80,0.0,18,2,3.0,1,0,0,0,0,28464
805,35,Travel_Rarely,384,Sales,8,4.0,Life Sciences,1.0,Female,72,3.0,1.0,Sales Representative,4.0,Married,2572,20317,1,No,16,3.0,2.0,80,1.0,3,1,2.0,3,2,0,2,0,30864
530,31,Travel_Rarely,329,Research & Development,1,2.0,Life Sciences,4.0,Male,98,2.0,1.0,Laboratory Technician,1.0,Married,2218,16193,1,No,12,3.0,3.0,80,1.0,4,3,3.0,4,2,3,2,0,26616
1119,38,Travel_Rarely,770,Sales,10,4.0,Marketing,3.0,Male,73,2.0,3.0,Sales Executive,3.0,Divorced,8740,5569,0,Yes,14,3.0,2.0,80,2.0,9,2,3.0,8,7,2,7,0,104880
1113,50,Travel_Frequently,959,Sales,1,4.0,Other,4.0,Male,81,3.0,2.0,Sales Executive,3.0,Single,4728,17251,3,Yes,14,3.0,4.0,80,0.0,5,4,3.0,0,0,0,0,1,56736
728,47,Travel_Rarely,703,Sales,14,4.0,Marketing,4.0,Male,42,3.0,2.0,Sales Executive,1.0,Single,4960,11825,2,No,12,3.0,4.0,80,0.0,20,2,3.0,7,7,1,7,0,59520
1939,32,Travel_Frequently,238,Research & Development,5,2.0,Life Sciences,1.0,Female,47,4.0,1.0,Research Scientist,3.0,Single,2432,15318,3,Yes,14,3.0,1.0,80,0.0,8,2,3.0,4,1,0,3,1,29184
1772,41,Travel_Rarely,548,Research & Development,9,4.0,Life Sciences,3.0,Male,94,3.0,1.0,Laboratory Technician,1.0,Divorced,2289,20520,1,No,20,4.0,2.0,80,2.0,5,2,3.0,5,3,0,4,0,27468
144,22,Travel_Rarely,534,Research & Development,15,3.0,Medical,2.0,Female,59,3.0,1.0,Laboratory Technician,4.0,Single,2871,23785,1,No,15,3.0,3.0,80,0.0,1,5,3.0,0,0,0,0,0,34452
606,45,Travel_Rarely,561,Sales,2,3.0,Other,4.0,Male,61,3.0,2.0,Sales Executive,2.0,Married,4805,16177,0,No,19,3.0,2.0,80,1.0,9,3,4.0,8,7,3,7,0,57660
752,42,Travel_Frequently,933,Research & Development,19,3.0,Medical,3.0,Male,57,4.0,1.0,Research Scientist,3.0,Divorced,2759,20366,6,Yes,12,3.0,4.0,80,0.0,7,2,3.0,2,2,2,2,1,33108
1487,29,Travel_Frequently,115,Sales,13,3.0,Technical Degree,1.0,Female,51,3.0,2.0,Sales Executive,2.0,Single,5765,17485,5,No,11,3.0,1.0,80,0.0,7,4,1.0,5,3,0,0,1,69180
1631,37,Travel_Rarely,671,Research & Development,19,3.0,Life Sciences,3.0,Male,85,3.0,2.0,Manufacturing Director,3.0,Married,5768,26493,3,No,17,3.0,1.0,80,3.0,9,2,2.0,4,3,0,2,0,69216
1880,36,Travel_Rarely,1266,Sales,10,4.0,Technical Degree,2.0,Female,63,2.0,2.0,Sales Executive,3.0,Married,5673,6060,1,Yes,13,3.0,1.0,80,1.0,10,4,3.0,10,9,1,7,0,68076
141,50,Travel_Frequently,1115,Research & Development,1,3.0,Life Sciences,1.0,Female,73,3.0,5.0,Research Director,2.0,Married,18172,9755,3,Yes,19,3.0,1.0,80,0.0,28,1,2.0,8,3,0,7,0,218064
80,50,Travel_Rarely,989,Research & Development,7,2.0,Medical,2.0,Female,43,2.0,5.0,Research Director,3.0,Divorced,18740,16701,5,Yes,12,3.0,4.0,80,1.0,29,2,2.0,27,3,13,8,0,224880
147,34,Travel_Frequently,658,Research & Development,7,3.0,Life Sciences,1.0,Male,66,1.0,2.0,Laboratory Technician,3.0,Single,6074,22887,1,Yes,24,4.0,4.0,80,0.0,9,3,3.0,9,7,0,6,1,72888
1368,18,Non-Travel,1124,Research & Development,1,3.0,Life Sciences,4.0,Female,97,3.0,1.0,Laboratory Technician,4.0,Single,1611,19305,1,No,15,3.0,3.0,80,0.0,0,5,4.0,0,0,0,0,0,19332
1036,38,Travel_Rarely,1035,Sales,3,4.0,Life Sciences,2.0,Male,42,3.0,2.0,Sales Executive,4.0,Single,6861,4981,8,Yes,12,3.0,3.0,80,0.0,19,1,3.0,1,0,0,0,0,82332
1034,55,Travel_Frequently,135,Research & Development,18,4.0,Medical,3.0,Male,62,3.0,2.0,Healthcare Representative,2.0,Married,6385,12992,3,Yes,14,3.0,4.0,80,2.0,17,3,3.0,8,7,6,7,0,76620
1278,55,Non-Travel,177,Research & Development,8,1.0,Medical,4.0,Male,37,2.0,4.0,Healthcare Representative,2.0,Divorced,13577,25592,1,Yes,15,3.0,4.0,80,1.0,34,3,3.0,33,9,15,0,0,162924
1876,30,Travel_Rarely,945,Sales,9,3.0,Medical,2.0,Male,89,3.0,1.0,Sales Representative,4.0,Single,1081,16019,1,No,13,3.0,3.0,80,0.0,1,3,2.0,1,0,0,0,1,12972
1200,44,Travel_Rarely,1097,Research & Development,10,4.0,Life Sciences,3.0,Male,96,3.0,1.0,Research Scientist,3.0,Single,2936,10826,1,Yes,11,3.0,3.0,80,0.0,6,4,3.0,6,4,0,2,1,35232
1786,51,Travel_Rarely,942,Research & Development,3,3.0,Technical Degree,1.0,Female,53,3.0,3.0,Manager,3.0,Married,13116,22984,2,No,11,3.0,4.0,80,0.0,15,2,3.0,2,2,2,2,0,157392
1666,43,Travel_Rarely,1291,Research & Development,15,2.0,Life Sciences,3.0,Male,65,2.0,4.0,Research Director,3.0,Married,17603,3525,1,No,24,4.0,1.0,80,1.0,14,3,3.0,14,10,6,11,0,211236
1916,31,Travel_Rarely,471,Research & Development,4,3.0,Medical,1.0,Female,62,4.0,1.0,Laboratory Technician,3.0,Divorced,3978,16031,8,No,12,3.0,2.0,80,1.0,4,0,2.0,2,2,2,2,0,47736
158,43,Travel_Frequently,394,Sales,26,2.0,Life Sciences,3.0,Male,92,3.0,4.0,Manager,4.0,Married,16959,19494,1,Yes,12,3.0,4.0,80,2.0,25,3,4.0,25,12,4,12,0,203508
1614,36,Travel_Rarely,559,Research & Development,12,4.0,Life Sciences,3.0,Female,76,3.0,2.0,Manufacturing Director,3.0,Married,4663,12421,9,Yes,12,3.0,2.0,80,2.0,7,2,3.0,3,2,1,1,0,55956
1108,33,Travel_Rarely,1017,Research & Development,25,3.0,Medical,1.0,Male,55,2.0,1.0,Research Scientist,2.0,Single,2313,2993,4,Yes,20,4.0,2.0,80,0.0,5,0,3.0,2,2,2,2,1,27756
1107,26,Travel_Rarely,1330,Research & Development,21,3.0,Medical,1.0,Male,37,3.0,1.0,Laboratory Technician,3.0,Divorced,2377,19373,1,No,20,4.0,3.0,80,1.0,1,0,2.0,1,1,0,0,1,28524
286,36,Travel_Frequently,635,Research & Development,18,1.0,Medical,2.0,Female,73,3.0,1.0,Laboratory Technician,4.0,Single,2153,7703,1,No,13,3.0,1.0,80,0.0,8,2,3.0,8,1,1,7,0,25836
1182,35,Travel_Rarely,819,Research & Development,2,3.0,Life Sciences,3.0,Male,44,2.0,3.0,Manufacturing Director,2.0,Divorced,10274,19588,2,No,18,3.0,2.0,80,1.0,15,2,4.0,7,7,6,4,0,123288
657,20,Travel_Rarely,959,Research & Development,1,3.0,Life Sciences,4.0,Female,83,2.0,1.0,Research Scientist,2.0,Single,2836,11757,1,No,13,3.0,4.0,80,0.0,1,0,4.0,1,0,0,0,0,34032
1557,48,Travel_Rarely,492,Sales,16,4.0,Life Sciences,3.0,Female,96,3.0,2.0,Sales Executive,3.0,Divorced,6439,13693,8,No,14,3.0,3.0,80,1.0,18,2,3.0,8,7,7,7,0,77268
227,41,Travel_Rarely,465,Research & Development,14,3.0,Life Sciences,1.0,Male,56,3.0,1.0,Research Scientist,3.0,Divorced,2451,4609,4,No,12,3.0,1.0,80,1.0,13,2,3.0,9,8,1,8,0,29412
1164,35,Travel_Rarely,528,Human Resources,8,4.0,Technical Degree,3.0,Male,100,3.0,1.0,Human Resources,3.0,Single,4323,7108,1,No,17,3.0,2.0,80,0.0,6,2,1.0,5,4,1,4,0,51876
1753,29,Travel_Frequently,461,Research & Development,1,3.0,Life Sciences,4.0,Male,70,4.0,2.0,Healthcare Representative,3.0,Single,6294,23060,8,Yes,12,3.0,4.0,80,0.0,10,5,4.0,3,2,0,2,0,75528
2046,45,Travel_Rarely,374,Sales,20,3.0,Life Sciences,4.0,Female,50,3.0,2.0,Sales Executive,3.0,Single,4850,23333,8,No,15,3.0,3.0,80,0.0,8,3,3.0,5,3,0,1,0,58200
1238,33,Travel_Rarely,117,Research & Development,9,3.0,Medical,1.0,Male,60,3.0,1.0,Research Scientist,4.0,Married,2781,6311,0,No,13,3.0,2.0,80,1.0,15,5,3.0,14,10,4,10,0,33372
1288,44,Travel_Rarely,1199,Research & Development,4,2.0,Life Sciences,3.0,Male,92,4.0,5.0,Manager,1.0,Divorced,19190,17477,1,No,14,3.0,4.0,80,2.0,26,4,2.0,25,9,14,13,0,230280
1684,23,Travel_Rarely,1320,Research & Development,8,1.0,Medical,4.0,Male,93,2.0,1.0,Laboratory Technician,3.0,Single,3989,20586,1,Yes,11,3.0,1.0,80,0.0,5,2,3.0,5,4,1,2,1,47868
471,32,Travel_Rarely,1062,Research & Development,2,3.0,Medical,3.0,Female,75,3.0,1.0,Laboratory Technician,2.0,Married,2370,3956,1,No,13,3.0,3.0,80,1.0,8,4,3.0,8,0,0,7,0,28440
1349,41,Travel_Frequently,1018,Sales,1,3.0,Marketing,3.0,Female,66,3.0,2.0,Sales Executive,1.0,Divorced,4103,4297,0,No,17,3.0,4.0,80,1.0,10,2,3.0,9,3,1,7,0,49236
2003,35,Travel_Rarely,1490,Research & Development,11,4.0,Medical,4.0,Male,43,3.0,1.0,Laboratory Technician,3.0,Married,2660,20232,7,Yes,11,3.0,3.0,80,1.0,5,3,3.0,2,2,2,2,0,31920
905,50,Non-Travel,881,Research & Development,2,4.0,Life Sciences,1.0,Male,98,3.0,4.0,Manager,1.0,Divorced,17924,4544,1,No,11,3.0,4.0,80,1.0,31,3,3.0,31,6,14,7,0,215088
1863,46,Travel_Rarely,1319,Sales,3,3.0,Technical Degree,1.0,Female,45,4.0,4.0,Sales Executive,1.0,Divorced,13225,7739,2,No,12,3.0,4.0,80,1.0,25,5,3.0,19,17,2,8,0,158700
1427,31,Travel_Frequently,667,Sales,1,4.0,Life Sciences,2.0,Female,50,1.0,1.0,Sales Representative,3.0,Single,1359,16154,1,No,12,3.0,2.0,80,0.0,1,3,3.0,1,0,0,0,1,16308
1656,50,Travel_Rarely,813,Research & Development,17,5.0,Life Sciences,4.0,Female,50,2.0,3.0,Research Director,1.0,Divorced,13269,21981,5,No,15,3.0,3.0,80,3.0,19,3,3.0,14,11,1,11,0,159228
1407,26,Travel_Rarely,683,Research & Development,2,1.0,Medical,1.0,Male,36,2.0,1.0,Research Scientist,4.0,Single,3904,4050,0,No,12,3.0,4.0,80,0.0,5,2,3.0,4,3,1,1,0,46848
16,31,Travel_Rarely,670,Research & Development,26,1.0,Life Sciences,1.0,Male,31,3.0,1.0,Research Scientist,3.0,Divorced,2911,15170,1,No,17,3.0,4.0,80,1.0,5,1,2.0,5,2,4,3,0,34932
944,49,Travel_Rarely,527,Research & Development,8,2.0,Other,1.0,Female,51,3.0,3.0,Laboratory Technician,2.0,Married,7403,22477,4,No,11,3.0,3.0,80,1.0,29,3,2.0,26,9,1,7,0,88836
1859,29,Travel_Rarely,726,Research & Development,29,1.0,Life Sciences,4.0,Male,93,1.0,2.0,Healthcare Representative,3.0,Divorced,6384,21143,8,No,17,3.0,4.0,80,2.0,11,3,3.0,7,0,1,6,0,76608
1053,26,Travel_Frequently,342,Research & Development,2,3.0,Life Sciences,1.0,Male,57,3.0,1.0,Research Scientist,1.0,Married,2042,15346,6,Yes,14,3.0,2.0,80,1.0,6,2,3.0,3,2,1,2,1,24504
623,37,Travel_Rarely,799,Research & Development,1,3.0,Technical Degree,2.0,Female,59,3.0,3.0,Manufacturing Director,4.0,Single,7491,23848,4,No,17,3.0,4.0,80,0.0,12,3,4.0,6,5,1,2,0,89892
966,32,Travel_Rarely,498,Research & Development,3,4.0,Medical,3.0,Female,93,3.0,2.0,Manufacturing Director,1.0,Married,6725,13554,1,No,12,3.0,3.0,80,1.0,8,2,4.0,8,7,6,3,0,80700
1731,47,Non-Travel,543,Sales,2,4.0,Marketing,3.0,Male,87,3.0,2.0,Sales Executive,2.0,Married,4978,3536,7,No,11,3.0,4.0,80,1.0,4,3,1.0,1,0,0,0,0,59736
704,35,Non-Travel,727,Research & Development,3,3.0,Life Sciences,3.0,Male,41,2.0,1.0,Laboratory Technician,3.0,Married,1281,16900,1,No,18,3.0,3.0,80,2.0,1,3,3.0,1,0,0,0,0,15372
872,22,Travel_Rarely,1230,Research & Development,1,2.0,Life Sciences,4.0,Male,33,2.0,2.0,Manufacturing Director,4.0,Married,4775,19146,6,No,22,4.0,1.0,80,2.0,4,2,1.0,2,2,2,2,0,57300
1882,34,Travel_Rarely,1480,Sales,4,3.0,Life Sciences,3.0,Male,64,3.0,3.0,Sales Executive,4.0,Married,9713,24444,2,Yes,13,3.0,4.0,80,3.0,9,3,3.0,5,3,1,0,0,116556
2049,35,Travel_Frequently,1199,Research & Development,18,4.0,Life Sciences,3.0,Male,80,3.0,2.0,Healthcare Representative,3.0,Married,5689,24594,1,Yes,14,3.0,4.0,80,2.0,10,2,4.0,10,2,0,2,0,68268
355,31,Travel_Frequently,307,Research & Development,29,2.0,Medical,3.0,Male,71,2.0,1.0,Laboratory Technician,2.0,Single,3479,11652,0,No,11,3.0,2.0,80,0.0,6,2,4.0,5,4,1,4,1,41748
1286,28,Travel_Frequently,791,Research & Development,1,4.0,Medical,4.0,Male,44,3.0,1.0,Laboratory Technician,3.0,Single,2154,6842,0,Yes,11,3.0,3.0,80,0.0,5,2,2.0,4,2,0,2,0,25848
52,33,Travel_Frequently,1141,Sales,1,3.0,Life Sciences,3.0,Female,42,4.0,2.0,Sales Executive,1.0,Married,5376,3193,2,No,19,3.0,1.0,80,2.0,10,3,3.0,5,3,1,3,0,64512
1469,28,Travel_Rarely,866,Sales,5,3.0,Medical,4.0,Male,84,3.0,2.0,Sales Executive,1.0,Single,8463,23490,0,No,18,3.0,4.0,80,0.0,6,4,3.0,5,4,1,3,0,101556
405,18,Travel_Rarely,230,Research & Development,3,3.0,Life Sciences,3.0,Male,54,3.0,1.0,Laboratory Technician,3.0,Single,1420,25233,1,No,13,3.0,3.0,80,0.0,0,2,3.0,0,0,0,0,1,17040
151,34,Travel_Rarely,1031,Research & Development,6,4.0,Life Sciences,3.0,Female,45,2.0,2.0,Research Scientist,2.0,Divorced,4505,15000,6,No,15,3.0,3.0,80,1.0,12,3,3.0,1,0,0,0,0,54060
1574,32,Non-Travel,1200,Research & Development,1,4.0,Technical Degree,4.0,Male,62,3.0,2.0,Research Scientist,1.0,Married,4087,25174,4,No,14,3.0,2.0,80,1.0,9,3,2.0,6,5,1,2,0,49044
1952,26,Travel_Rarely,157,Research & Development,1,3.0,Medical,3.0,Male,95,3.0,1.0,Laboratory Technician,1.0,Single,2867,20006,0,No,13,3.0,4.0,80,0.0,8,6,2.0,7,7,7,6,0,34404
1537,31,Travel_Frequently,561,Research & Development,3,3.0,Life Sciences,4.0,Female,33,3.0,1.0,Research Scientist,3.0,Single,4084,4156,1,No,12,3.0,1.0,80,0.0,7,2,1.0,7,2,7,7,1,49008
